10,15,800,800,1.7572,0.37,93
10,15,800,1200,1.6724,0.38,93
10,15,800,1600,1.5891,0.39,93
10,15,800,2000,1.5389,0.4,93
10,15,750,400,2.1758,0.36,93
10,15,750,800,2.1744,0.37,93
10,15,750,1200,1.9499,0.38,93
10,15,750,1600,1.8811,0.39,93
10,15,750,2000,1.8392,0.41,93
15,5,850,400,3.9143,0.27,102
15,5,850,800,2.661,0.28,102
15,5,850,1200,1.9566,0.3,102
15,5,850,1600,1.538,0.31,102
15,5,850,2000,1.2584,0.32,102
15,5,800,400,3.745,0.29,98
15,5,800,800,2.0646,0.31,98
15,5,800,1200,2.0121,0.32,98
15,5,800,1600,2.1051,0.33,98
15,5,800,2000,1.9702,0.34,98
15,5,750,400,2.6987,0.3,96
15,5,750,800,2.5414,0.31,96
15,5,750,1200,2.33,0.32,96
15,5,750,1600,2.3435,0.33,96
15,5,750,2000,2.1609,0.35,96
15,10,850,400,1.5877,0.31,102
15,10,850,800,1.5323,0.31,102
15,10,850,1200,1.165,0.32,102
15,10,850,1600,1.1585,0.33,102
15,10,850,2000,1.1556,0.34,102
15,10,800,400,1.5877,0.31,98
15,10,800,800,1.5091,0.32,98
15,10,800,1200,1.3239,0.33,98
15,10,800,1600,1.7082,0.34,98
15,10,800,2000,1.6049,0.34,98
15,10,750,400,2.0646,0.31,96
15,10,750,800,1.7475,0.32,96
15,10,750,1200,1.4829,0.33,96
15,10,750,1600,1.8274,0.34,96
15,10,750,2000,1.9387,0.35,96
15,15,850,400,1.0585,0.33,102
15,15,850,800,1.0465,0.34,102
15,15,850,1200,1.0415,0.35,102
15,15,850,1600,1.0215,0.35,102
15,15,850,2000,1.1412,0.36,102
15,15,800,400,1.3764,0.32,98
15,15,800,800,1.3741,0.33,98
15,15,800,1200,1.3646,0.34,98
15,15,800,1600,1.3355,0.35,98
15,15,800,2000,1.356,0.36,98
15,15,750,400,1.6942,0.32,96
15,15,750,800,1.5739,0.33,96
15,15,750,1200,1.4705,0.34,96
15,15,750,1600,1.4566,0.35,96
15,15,750,2000,1.5437,0.37,96
